"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050777","BP","GO:0050777","negative regulation of immune response","1/238","205/18870",0.926926385444473,0.935759864340068,0.795013100603582,"SAMHD1",1
"GO:0006310","BP","GO:0006310","DNA recombination","2/238","340/18870",0.930351879664732,0.938919743910612,0.797697705650929,"SAMHD1/DMC1",2
"GO:0002285","BP","GO:0002285","lymphocyte activation involved in immune response","1/238","213/18870",0.934057515521911,0.942061181951327,0.800366642941656,"PLCG2",1
"GO:0030705","BP","GO:0030705","cytoskeleton-dependent intracellular transport","1/238","213/18870",0.934057515521911,0.942061181951327,0.800366642941656,"SUN2",1
"GO:0099111","BP","GO:0099111","microtubule-based transport","1/238","214/18870",0.934898717821626,0.942610445823962,0.800833292550251,"SUN2",1
"GO:0051648","BP","GO:0051648","vesicle localization","1/238","216/18870",0.936549198497586,0.943975056398773,0.801992653328095,"SYN2",1
"GO:0050821","BP","GO:0050821","protein stabilization","1/238","217/18870",0.937358745552244,0.94449146904408,0.802431392831661,"PIK3R1",1
"GO:0018205","BP","GO:0018205","peptidyl-lysine modification","1/238","219/18870",0.938947112145536,0.94579205147338,0.80353635587732,"KLF15",1
"GO:0050866","BP","GO:0050866","negative regulation of cell activation","1/238","223/18870",0.942004522372104,0.948571093820832,0.805897405071192,"PTPN22",1
"GO:0000819","BP","GO:0000819","sister chromatid segregation","1/238","225/18870",0.943475558210412,0.949150150045169,0.806389365991805,"DUSP1",1
"GO:0006364","BP","GO:0006364","rRNA processing","1/238","225/18870",0.943475558210412,0.949150150045169,0.806389365991805,"CHD7",1
"GO:0015931","BP","GO:0015931","nucleobase-containing compound transport","1/238","225/18870",0.943475558210412,0.949150150045169,0.806389365991805,"TGFBR2",1
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","1/238","240/18870",0.953386253312047,0.958816934501799,0.814602178462825,"DMC1",1
"GO:0050769","BP","GO:0050769","positive regulation of neurogenesis","1/238","242/18870",0.954569667350387,0.959703385903047,0.815355299540033,"CDH4",1
"GO:0045333","BP","GO:0045333","cellular respiration","1/238","243/18870",0.955150106429763,0.95998325054832,0.815593070006439,"NR4A3",1
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","1/238","247/18870",0.957398940628697,0.961939245437243,0.817254865538249,"DUSP1",1
"GO:0016197","BP","GO:0016197","endosomal transport","1/238","253/18870",0.960563368230721,0.964813648621123,0.81969693243456,"SORT1",1
"GO:0016072","BP","GO:0016072","rRNA metabolic process","1/238","264/18870",0.965769190979665,0.969608587489617,0.823770669044042,"CHD7",1
"GO:0044782","BP","GO:0044782","cilium organization","2/238","407/18870",0.965947384516088,0.969608587489617,0.823770669044042,"ABLIM1/NEDD9",2
"GO:0007018","BP","GO:0007018","microtubule-based movement","2/238","420/18870",0.970443161357377,0.973813819638062,0.827343396168272,"SUN2/SEPTIN4",2
"GO:0006260","BP","GO:0006260","DNA replication","1/238","278/18870",0.97141661987467,0.974482960215184,0.827911891938639,"SAMHD1",1
"GO:0032259","BP","GO:0032259","methylation","1/238","282/18870",0.972852475488016,0.975615388798017,0.828873993000203,"NNMT",1
"GO:0051962","BP","GO:0051962","positive regulation of nervous system development","1/238","290/18870",0.975512244243593,0.977974104796889,0.830877936737445,"CDH4",1
"GO:0018105","BP","GO:0018105","peptidyl-serine phosphorylation","1/238","295/18870",0.977041112039129,0.979197935686015,0.83191769237012,"TGFBR2",1
"GO:0051054","BP","GO:0051054","positive regulation of DNA metabolic process","1/238","298/18870",0.977912410317226,0.979762181585165,0.83239707057267,"RGCC",1
"GO:0043161","BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","2/238","458/18870",0.980547566091218,0.981821542384491,0.834146684845225,"RNF144B/NKD2",2
"GO:0018209","BP","GO:0018209","peptidyl-serine modification","1/238","308/18870",0.980585769518054,0.981821542384491,0.834146684845225,"TGFBR2",1
"GO:0051656","BP","GO:0051656","establishment of organelle localization","2/238","469/18870",0.982786172231246,0.983714789086897,0.835755170086414,"SUN2/NR4A3",2
"GO:0060271","BP","GO:0060271","cilium assembly","1/238","378/18870",0.992146369367921,0.992771146678606,0.84344936942487,"ABLIM1",1
"GO:0034470","BP","GO:0034470","ncRNA processing","1/238","439/18870",0.996440961209124,0.996754603312117,0.846833678081409,"CHD7",1
"GO:0008380","BP","GO:0008380","RNA splicing","1/238","478/18870",0.997857280211762,0.997857280211762,0.847770502382554,"PIK3R1",1
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","19/245","429/19886",1.69557507011904e-06,0.000503585795825355,0.000455128045137217,"SPARCL1/ADAMTS1/LAMA2/THBS1/NID1/CCN1/ADAMTS5/COL4A4/ANGPTL1/COL4A3/ANGPTL7/COL11A1/FBN2/COL28A1/PRG4/COMP/SERPINA3/SERPINF2/ANGPTL5",19
"GO:0098644","CC","GO:0098644","complex of collagen trimers","4/245","21/19886",0.000114091565833361,0.0165716212032623,0.0149770101252238,"COL4A4/COL4A3/COL11A1/COL28A1",4
"GO:0001725","CC","GO:0001725","stress fiber","6/245","70/19886",0.000223186817552355,0.0165716212032623,0.0149770101252238,"PDLIM5/SYNPO2/ABLIM1/SORBS1/FAM107A/NEBL",6
"GO:0097517","CC","GO:0097517","contractile actin filament bundle","6/245","70/19886",0.000223186817552355,0.0165716212032623,0.0149770101252238,"PDLIM5/SYNPO2/ABLIM1/SORBS1/FAM107A/NEBL",6
"GO:0042641","CC","GO:0042641","actomyosin","6/245","76/19886",0.0003499859048124,0.0207891627458565,0.018788716995192,"PDLIM5/SYNPO2/ABLIM1/SORBS1/FAM107A/NEBL",6
"GO:0032432","CC","GO:0032432","actin filament bundle","6/245","79/19886",0.000431555670562844,0.0213620056928608,0.0193064378936009,"PDLIM5/SYNPO2/ABLIM1/SORBS1/FAM107A/NEBL",6
"GO:0005912","CC","GO:0005912","adherens junction","9/245","188/19886",0.000556587304608179,0.0236152042098042,0.0213428214549001,"NEXN/MPP3/PDLIM5/ALOX15B/TJP2/SORBS1/CDH4/RND1/PKP2",9
"GO:0005604","CC","GO:0005604","basement membrane","6/245","90/19886",0.000864033559250102,0.03207724588716,0.0289905996853653,"ADAMTS1/LAMA2/NID1/COL4A4/COL4A3/COL28A1",6
"GO:0034703","CC","GO:0034703","cation channel complex","8/245","193/19886",0.00277247300693779,0.0914916092289471,0.0826877914349868,"CACNB2/TRPC6/KCNK6/KCNQ3/HSPA2/SCN7A/TRPV6/KCND3",8
"GO:0005581","CC","GO:0005581","collagen trimer","5/245","86/19886",0.00422179684086516,0.125387366173695,0.11332191520217,"COL4A4/COL4A3/EDA/COL11A1/COL28A1",5
"GO:0031965","CC","GO:0031965","nuclear membrane","10/245","311/19886",0.00538710429219262,0.136732561565968,0.123575414493432,"SORT1/ADRA1B/SUN2/TEX2/GCH1/NAV3/GUCY2D/ACKR2/ALOX5AP/NLRP10",10
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","10/245","313/19886",0.0056289396421465,0.136732561565968,0.123575414493432,"SPARCL1/THBS1/FSTL3/CCN1/ADAMTS5/COL4A4/COL4A3/COL11A1/COL28A1/ERP27",10
"GO:0097197","CC","GO:0097197","tetraspanin-enriched microdomain","2/245","10/19886",0.00637341457561286,0.136732561565968,0.123575414493432,"SAMHD1/PDPN",2
"GO:0031252","CC","GO:0031252","cell leading edge","12/245","423/19886",0.00644530593240252,0.136732561565968,0.123575414493432,"FGD4/MYADM/RAC3/STON1/RASGRP2/ABLIM1/NEDD9/FAM107A/MTSS1/PLCG2/PDPN/ACTG2",12
"GO:0030133","CC","GO:0030133","transport vesicle","12/245","431/19886",0.00743163357656467,0.138989309258822,0.125615005709727,"CRISPLD2/STEAP2/SORT1/SYN2/STON1/LGI3/GALNT15/STX11/SEPTIN4/MCTP1/NKD2/MYRIP",12
"GO:0001726","CC","GO:0001726","ruffle","7/245","182/19886",0.0074876395560308,0.138989309258822,0.125615005709727,"FGD4/MYADM/RASGRP2/FAM107A/MTSS1/PLCG2/PDPN",7
"GO:0030016","CC","GO:0030016","myofibril","8/245","236/19886",0.00910767316542123,0.141709874702248,0.128073783622446,"NEXN/PDLIM5/SYNPO2/MYH13/ANKRD1/NEBL/MYOZ2/TNNT2",8
"GO:0005583","CC","GO:0005583","fibrillar collagen trimer","2/245","12/19886",0.00919725865116974,0.141709874702248,0.128073783622446,"COL11A1/COL28A1",2
"GO:0098643","CC","GO:0098643","banded collagen fibril","2/245","12/19886",0.00919725865116974,0.141709874702248,0.128073783622446,"COL11A1/COL28A1",2
"GO:0031674","CC","GO:0031674","I band","6/245","146/19886",0.00954275250520186,0.141709874702248,0.128073783622446,"NEXN/PDLIM5/SYNPO2/ANKRD1/NEBL/MYOZ2",6
"GO:0043292","CC","GO:0043292","contractile fiber","8/245","245/19886",0.011244217276356,0.15902535862275,0.143723077968461,"NEXN/PDLIM5/SYNPO2/MYH13/ANKRD1/NEBL/MYOZ2/TNNT2",8
"GO:0097470","CC","GO:0097470","ribbon synapse","2/245","15/19886",0.0142811407398074,0.192795399987399,0.174243583189037,"CACNB2/ATP2A2",2
"GO:0034704","CC","GO:0034704","calcium channel complex","4/245","79/19886",0.0164411045507054,0.212304697893891,0.191875590866355,"CACNB2/HSPA2/SCN7A/TRPV6",4
"GO:0030017","CC","GO:0030017","sarcomere","7/245","216/19886",0.0178810286226786,0.216231882068635,0.195424880125827,"NEXN/PDLIM5/SYNPO2/ANKRD1/NEBL/MYOZ2/TNNT2",7
"GO:0098637","CC","GO:0098637","protein complex involved in cell-matrix adhesion","2/245","17/19886",0.0182013368744642,0.216231882068635,0.195424880125827,"LAMA2/NID1",2
"GO:0030018","CC","GO:0030018","Z disc","5/245","132/19886",0.0238760867390175,0.269482651087793,0.243551571956006,"NEXN/PDLIM5/SYNPO2/NEBL/MYOZ2",5
"GO:0070382","CC","GO:0070382","exocytic vesicle","7/245","232/19886",0.0252388596272983,0.269482651087793,0.243551571956006,"SYN2/STON1/LGI3/STX11/SEPTIN4/MCTP1/NKD2",7
"GO:0045121","CC","GO:0045121","membrane raft","8/245","286/19886",0.0258434926584757,0.269482651087793,0.243551571956006,"STOM/TGFBR2/ADRA1B/MYADM/SORBS1/GPM6B/PLCG2/PDPN",8
"GO:0098857","CC","GO:0098857","membrane microdomain","8/245","287/19886",0.0263131208132862,0.269482651087793,0.243551571956006,"STOM/TGFBR2/ADRA1B/MYADM/SORBS1/GPM6B/PLCG2/PDPN",8
"GO:0005891","CC","GO:0005891","voltage-gated calcium channel complex","3/245","55/19886",0.0303065974554795,0.298844845422692,0.270088377043369,"CACNB2/HSPA2/SCN7A",3
"GO:0034702","CC","GO:0034702","monoatomic ion channel complex","8/245","300/19886",0.0329684706758481,0.298844845422692,0.270088377043369,"CACNB2/TRPC6/KCNK6/KCNQ3/HSPA2/SCN7A/TRPV6/KCND3",8
"GO:0072562","CC","GO:0072562","blood microparticle","5/245","144/19886",0.0330427467467703,0.298844845422692,0.270088377043369,"STOM/HSPA2/ACTG2/SERPINA3/SERPINF2",5
"GO:0098636","CC","GO:0098636","protein complex involved in cell adhesion","3/245","57/19886",0.0332063561985859,0.298844845422692,0.270088377043369,"LAMA2/NID1/ITGA10",3
"GO:0032982","CC","GO:0032982","myosin filament","2/245","24/19886",0.0349184957684381,0.298844845422692,0.270088377043369,"MYH13/ACTG2",2
"GO:0032587","CC","GO:0032587","ruffle membrane","4/245","100/19886",0.0352174060262432,0.298844845422692,0.270088377043369,"RASGRP2/FAM107A/PLCG2/PDPN",4
"GO:0030027","CC","GO:0030027","lamellipodium","6/245","201/19886",0.0386178730461264,0.318597452630543,0.287940281484276,"FGD4/RAC3/ABLIM1/NEDD9/PDPN/ACTG2",6
"GO:0046930","CC","GO:0046930","pore complex","2/245","26/19886",0.0404656132983555,0.324818571611123,0.293562770727757,"C7/C6",2
"GO:0005635","CC","GO:0005635","nuclear envelope","11/245","494/19886",0.0431130113670629,0.336962220421518,0.304537891928007,"SORT1/ADRA1B/SUN2/TEX2/GCH1/NAV3/GUCY2D/OTULINL/ACKR2/ALOX5AP/NLRP10",11
"GO:0030175","CC","GO:0030175","filopodium","4/245","108/19886",0.0446656540782331,0.340146134903467,0.30741543292711,"FGD4/CD302/PDPN/ACTG2",4
"GO:0031941","CC","GO:0031941","filamentous actin","2/245","28/19886",0.0463196840555717,0.34392365411262,0.310829458793968,"PDLIM5/RAC3",2
"GO:0008021","CC","GO:0008021","synaptic vesicle","6/245","213/19886",0.0487779495467509,0.351920868733054,0.318057138142579,"SYN2/STON1/LGI3/STX11/SEPTIN4/MCTP1",6
"GO:0031093","CC","GO:0031093","platelet alpha granule lumen","3/245","67/19886",0.0497665874976035,0.351920868733054,0.318057138142579,"THBS1/SERPINA3/SERPINF2",3
"GO:0005640","CC","GO:0005640","nuclear outer membrane","2/245","31/19886",0.0556366467614572,0.384281025305879,0.347303425316318,"NAV3/GUCY2D",2
"GO:0016529","CC","GO:0016529","sarcoplasmic reticulum","3/245","75/19886",0.0653882534796695,0.441370710987769,0.398899632471668,"THBS1/ATP2A2/RASD1",3
"GO:0008076","CC","GO:0008076","voltage-gated potassium channel complex","3/245","79/19886",0.0739434448168047,0.472707928939863,0.427221413714921,"KCNK6/KCNQ3/KCND3",3
"GO:0031045","CC","GO:0031045","dense core granule","2/245","37/19886",0.0759890208537931,0.472707928939863,0.427221413714921,"FZD8/MYRIP",2
"GO:0097386","CC","GO:0097386","glial cell projection","2/245","37/19886",0.0759890208537931,0.472707928939863,0.427221413714921,"GLUL/SCN7A",2
"GO:0000794","CC","GO:0000794","condensed nuclear chromosome","3/245","81/19886",0.0783984122780053,0.472707928939863,0.427221413714921,"SUN2/DMC1/HSPA2",3
"GO:0005901","CC","GO:0005901","caveola","3/245","81/19886",0.0783984122780053,0.472707928939863,0.427221413714921,"TGFBR2/ADRA1B/SORBS1",3
"GO:0030140","CC","GO:0030140","trans-Golgi network transport vesicle","2/245","38/19886",0.0795804594174853,0.472707928939863,0.427221413714921,"STEAP2/SORT1",2
"GO:0000795","CC","GO:0000795","synaptonemal complex","2/245","40/19886",0.0869172470196188,0.496431199323592,0.448661902631636,"DMC1/HSPA2",2
"GO:0099086","CC","GO:0099086","synaptonemal structure","2/245","40/19886",0.0869172470196188,0.496431199323592,0.448661902631636,"DMC1/HSPA2",2
"GO:0034705","CC","GO:0034705","potassium channel complex","3/245","90/19886",0.0998242745651618,0.545494749173465,0.493004292182291,"KCNK6/KCNQ3/KCND3",3
"GO:0031091","CC","GO:0031091","platelet alpha granule","3/245","91/19886",0.102336986908177,0.545494749173465,0.493004292182291,"THBS1/SERPINA3/SERPINF2",3
"GO:0016528","CC","GO:0016528","sarcoplasm","3/245","93/19886",0.107437203305661,0.545494749173465,0.493004292182291,"THBS1/ATP2A2/RASD1",3
"GO:0043296","CC","GO:0043296","apical junction complex","4/245","150/19886",0.114628829689813,0.545494749173465,0.493004292182291,"TJP2/FZD5/SORBS1/USP53",4
"GO:1902495","CC","GO:1902495","transmembrane transporter complex","8/245","394/19886",0.115159461606782,0.545494749173465,0.493004292182291,"CACNB2/TRPC6/KCNK6/KCNQ3/HSPA2/SCN7A/TRPV6/KCND3",8
"GO:0030122","CC","GO:0030122","AP-2 adaptor complex","1/245","10/19886",0.116616378722417,0.545494749173465,0.493004292182291,"STON1",1
"GO:0030128","CC","GO:0030128","clathrin coat of endocytic vesicle","1/245","10/19886",0.116616378722417,0.545494749173465,0.493004292182291,"STON1",1
"GO:0098684","CC","GO:0098684","photoreceptor ribbon synapse","1/245","10/19886",0.116616378722417,0.545494749173465,0.493004292182291,"CACNB2",1
"GO:0005902","CC","GO:0005902","microvillus","3/245","97/19886",0.11792616020127,0.545494749173465,0.493004292182291,"DCXR/CD302/PDPN",3
"GO:0031201","CC","GO:0031201","SNARE complex","2/245","48/19886",0.118062571461413,0.545494749173465,0.493004292182291,"SYN2/STX11",2
"GO:0031094","CC","GO:0031094","platelet dense tubular network","1/245","11/19886",0.127505339640762,0.545494749173465,0.493004292182291,"ATP2A2",1
"GO:0034992","CC","GO:0034992","microtubule organizing center attachment site","1/245","11/19886",0.127505339640762,0.545494749173465,0.493004292182291,"SUN2",1
"GO:0034993","CC","GO:0034993","meiotic nuclear membrane microtubule tethering complex","1/245","11/19886",0.127505339640762,0.545494749173465,0.493004292182291,"SUN2",1
"GO:0038201","CC","GO:0038201","TOR complex","1/245","11/19886",0.127505339640762,0.545494749173465,0.493004292182291,"PRR5L",1
"GO:0106083","CC","GO:0106083","nuclear membrane protein complex","1/245","11/19886",0.127505339640762,0.545494749173465,0.493004292182291,"SUN2",1
"GO:0106094","CC","GO:0106094","nuclear membrane microtubule tethering complex","1/245","11/19886",0.127505339640762,0.545494749173465,0.493004292182291,"SUN2",1
"GO:0001673","CC","GO:0001673","male germ cell nucleus","2/245","52/19886",0.13453450085235,0.545494749173465,0.493004292182291,"ZBTB16/HSPA2",2
"GO:0005811","CC","GO:0005811","lipid droplet","3/245","104/19886",0.137143221088213,0.545494749173465,0.493004292182291,"CIDEC/EDA/FABP4",3
"GO:0044224","CC","GO:0044224","juxtaparanode region of axon","1/245","12/19886",0.138260619730725,0.545494749173465,0.493004292182291,"LGI3",1
"GO:1990454","CC","GO:1990454","L-type voltage-gated calcium channel complex","1/245","12/19886",0.138260619730725,0.545494749173465,0.493004292182291,"CACNB2",1
